,developer,item_id,price,year_release
24293,xaviant,261760,39.99,2014
24317,social loner studios,312010,1.99,2011
24319,eko software,250400,14.99,2013
24418,nine dots studio,262750,19.99,2014
24422,bs1 &amp; bsl team,321030,3.99,2014
24423,lionhead studios,288470,34.99,2014
24433,arkavi studios,246940,29.99,2014
24435,visualarts/key,316720,9.99,2004
24440,shortbreak studios s.c.,319550,2.99,2014
24454,remimory,317410,0.0,2014
24463,electrolyte,319560,6.99,2014
24465,"cyberconnect2 co., ltd.",272510,29.99,2014
24485,brain bombers,321610,4.99,2011
24486,"gravvit ltd,forbes  consult ltd",290730,0.0,2014
24496,amplitude studios,289130,29.99,2014
24530,ankama studio,215080,0.0,2014
24565,terri vellmann,297120,9.99,2014
24571,inxile entertainment,240760,39.99,2014
24595,tasty stewdios llc,319250,9.99,2014
24599,firefly studios,232890,49.99,2014
24607,creativeforge games,249190,19.99,2014
24608,hidden path entertainment,221540,14.99,2014
24620,frogwares,241260,29.99,2014
24622,"fromsoftware, inc",271944,9.99,2014
24624,"monolith productions, inc.,feral interactive (mac),feral interactive (linux)",318550,9.99,2014
24626,"monolith productions,feral interactive (mac),feral interactive (linux)",241930,19.99,2014
24810,final boss entertainment,253610,9.99,2014
24812,minor key games,310700,7.99,2014
24814,disney interactive,319400,5.99,2011
24815,cyanide studio,242640,29.99,2014
24817,nexon,273110,0.0,2014
25005,"monolith productions, inc.",327740,9.99,2003
25006,artefacts studio,322980,4.99,2013
25009,tango gameworks,268050,19.99,2014
25016,bossa studios,325090,4.99,2014
25019,game-labs,306660,14.99,2014
25025,codemasters,226580,29.99,2014
25033,"microprose software, inc",327950,6.99,1989
25035,samurai punk,301970,14.99,2014
25049,odin game studio,318220,19.99,2014
25070,double fine productions,246090,9.99,2014
25085,david szymanski,329830,1.99,2014
25087,giants software,313160,19.99,2014
25101,entrada interactive llc,299740,19.99,2014
25133,gl33k,297110,2.99,2014
25139,"nicalis, inc.",250900,14.99,2014
25269,good games,323240,1.99,2014
25271,freebird games,327410,3.99,2014
25304,full control studios,317620,29.99,2014
25308,frima studio,319450,14.99,2014
25310,naiad entertainment llc,259410,4.99,2014
25315,"ubisoft montreal, red storm, shanghai, toronto, kiev",298110,29.99,2014
25379,might and delight,302010,4.99,2014
25381,"upper one games,e-line media",295790,14.99,2014
25389,fatshark,226560,14.99,2014
25390,infinity plus 2,329110,0.0,2014
25402,whitemoon dreams,253510,0.0,2014
25404,studio whisky tango inc.,326150,9.99,2014
25407,vis - visual imagination software,331120,0.0,2014
25413,fayju,332570,15.99,2014
25419,badland studio,227160,19.99,2014
25428,dekovir entertainment,248390,18.99,2014
25444,axis game factory,270942,14.99,2014
25449,moenovel,326480,14.99,2013
25464,portalarium,326160,39.99,2014
25467,"cd projekt red,can explode",303800,9.99,2014
25469,grynsoft,318530,14.99,2014
25484,"hassey enterprises, inc.",294160,0.0,2014
25496,vortal storm,270370,0.0,2014
25512,benjamin bryant,317790,0.0,2014
25515,square enix,292140,19.99,2014
25520,kintogames,331440,3.99,2014
25532,dingaling,335670,9.99,2014
25541,blankmediagames,334230,4.99,2014
25616,"badfly interactive, a.s.",286040,4.99,2014
25624,kojima productions,311340,19.99,2014
25660,doubledutch games,207140,14.99,2016
26045,duelboot,324120,4.99,2014
26048,shumkov dmitriy,302830,0.0,2014
26195,choice of games,339350,9.99,2014
26201,robtop games,322170,3.99,2014
26305,colonthree enterprises,336380,0.99,2014
26308,dimmdrive inc.,337070,19.99,2015
26309,snails animation,339290,4.99,2015
26315,forever entertainment s. a.,340300,4.99,2015
26321,nyamyam,299680,4.99,2015
26324,huniepot,339800,9.99,2015
26480,axis game factory llc,266590,79.99,2013
26485,"capcom co., ltd.",304240,19.99,2015
26495,andy wallace,295690,0.98,2015
26501,beam team games,313120,14.99,2015
26699,petroglyph,290790,29.99,2015
26702,invertmouse,345650,0.0,2015
26728,"monolith productions, inc.,feral interactive (mac),feral interactive (linux)",313371,0.99,2015
26730,alientrap,208750,14.99,2015
26738,movingblocks,342980,0.0,2015
26746,endgame studios,307030,9.99,2015
26749,failbetter games,304650,18.99,2015
26764,emmanuel salva cruz,344860,2.99,2015
26772,3000ad,345580,9.99,2015
26776,geek sloth games,342740,2.99,2015
26779,shifty chair games,336670,0.0,2015
26780,defiant development,266510,19.99,2015
26801,spasman games,346170,4.99,2015
26802,spasman games,346120,0.0,2014
26826,lonely troops,346560,7.99,2015
26830,fourbitfriday,315840,15.99,2015
26834,rainbow games,348960,3.99,2015
26836,"capcom co., ltd.",287290,5.99,2015
26854,david stark,342560,14.99,2015
26858,loren lemcke,273500,1.99,2015
26860,"just add water (developments), ltd.",314660,19.99,2015
26872,"gearbox software,aspyr (mac)",244160,34.99,2015
26886,paradox development studio,338160,14.99,2015
26888,dimps,323470,39.99,2015
26916,"koei tecmo games co., ltd.",322520,49.99,2015
26917,"sledgehammer games,raven software",318791,14.99,2015
26918,gameus inc.,342570,139.92,2015
26930,primal,279720,6.99,2004
26931,11 bit studios,348040,0.99,2015
26937,might and delight,275100,14.99,2015
26943,camshaft software,293760,29.99,2015
26955,ascension entertainment llc,349480,0.0,2008
26970,"jetdogs studios,zoom out games",342580,2.99,2015
26972,axis game factory llc,352111,29.99,2015
26977,cccp,348290,4.99,2014
26978,tindalos interactive,245370,9.99,2015
26980,dreadbit,327670,14.99,2015
26983,xlgames,304030,0.0,2015
27022,kittehface software,357600,1.99,2015
27025,"filip victor,valve",290930,0.0,2015
27034,moonstone,344630,34.99,2015
27035,"team ninja,koei tecmo games co., ltd.",311730,0.0,2015
27041,hyper hippo games,346900,0.0,2015
27359,"toadman interactive,fatshark",336420,9.99,2015
27362,sometimes you,357900,0.99,2015
27368,daniel davies,331200,4.99,2015
27380,joycity,339610,0.0,2015
27435,"fromsoftware, inc",335300,39.99,2015
27469,brightrock games,230190,29.99,2015
27483,vostok games,355840,0.0,2015
27573,he saw,305380,12.99,2015
27574,bohemia interactive,332350,11.99,2015
27583,creative assembly,300080,0.0,2016
27597,fictiorama studios,339190,19.99,2015
27599,z4g0 and ivan venturi productions,277520,14.99,2015
27602,"343 industries,vanguard games",324570,2.99,2014
27604,ostrich banditos,275200,14.99,2015
27619,convoy games,318230,14.99,2015
27629,bytebin,340810,0.0,2015
27645,brace yourself games,247080,14.99,2015
27687,tigerish games,360870,0.0,2015
27693,"cliffhanger productions,catalyst games lab",324300,19.99,2015
27697,"bluehole, inc.",323370,0.0,2015
27857,david szymanski,359040,4.99,2015
27859,kinelco &amp; lone elk creative,272890,9.99,2014
27865,ragesquid,285820,14.99,2015
27868,tasharen entertainment inc.,326410,9.99,2015
27880,playsaurus,363970,0.0,2015
28384,stardock entertainment,226860,29.99,2015
28392,n3v games,315660,39.99,2015
28393,ghostshark,263060,4.99,2015
28415,s2 games,339280,0.0,2015
28451,robot gentleman,368360,9.99,2015
28466,forever entertainment s. a.,371420,4.99,2015
28470,acquire corp.,333980,29.99,2015
28490,alan zucconi,278440,9.99,2015
28492,hello there ab,373180,2.99,2015
28499,beamng,284160,24.99,2015
28535,lionheart creations,364323,24.99,2015
28536,double fine productions,246110,19.99,2015
28538,destructive creations,341940,8.99,2015
28542,digital dawn studios,368720,9.99,2015
28548,digital leisure inc.,260430,0.0,2015
28552,diggerworld ltd.,278970,9.99,2015
28562,stamina-games,356510,9.99,2015
28570,radiant entertainment,253250,24.99,2015
28594,russpuppy,372210,2.99,2015
28597,eightyeightgames,290890,4.99,2015
28607,landon podbielski,312530,12.99,2015
28627,shark punch,313080,19.99,2015
28630,spectral games,373460,3.99,2015
28632,access games,358090,14.99,2015
28635,anarchy enterprises,376920,0.99,2015
28638,"soloweb studios,ravens eye studio",367780,4.99,2015
28642,paradox development studio,338163,14.99,2015
28644,"elias viglione,jussi kukkonen",376660,4.99,2015
28649,"tt games ltd,feral interactive (mac)",352400,19.99,2015
28651,mr. blue,290140,0.0,2015
28666,diminished studios,378370,0.0,2015
28672,blue byte,336510,0.0,2013
28675,tim sullivan,384300,14.99,2015
28676,"maciej targoni,wojciech wasiak",367580,0.99,2015
28686,"maciej targoni,wojciech wasiak",367570,0.99,2015
28692,"psyonix, inc.",252950,19.99,2015
29248,holotech studios,274920,14.99,2015
29268,"codemasters,feral interactive (linux)",286570,39.99,2015
29278,momostorm entertainment,381560,0.0,2015
29281,pixel ferrets,269770,14.99,2015
29286,blue manchu,293260,0.0,2015
29301,soccer manager ltd,356370,0.0,2015
29303,tinybuild,368730,14.99,2015
29307,scary bee llc,380360,0.0,2015
29312,alien sync interactive,385630,4.99,2015
29314,zachtronics,370360,6.99,2015
29316,mobilebits,319570,0.0,2015
29322,igry.ru,376560,6.99,2015
29325,"mighty rabbit studios,gun media",310890,9.99,2015
29329,great war team,316430,8.99,2015
29335,spicy tails,368160,12.99,2015
29337,scott cawthon,388090,7.99,2015
29403,flying cafe for semianimals,361550,12.99,2015
29405,haemimont games,345180,19.99,2015
29409,decent machine,280010,3.99,2015
29415,"silverlode interactive,wasatch games",376140,0.0,2008
29419,"idea factory,compile heart",347830,29.99,2015
29420,eleon game studios,383120,19.99,2015
29440,zackbellgames,385710,4.99,2015
29443,the whale husband,387860,0.0,2015
29503,ekuator games,315860,12.99,2015
29505,yeti trunk,240620,9.99,2015
29509,roll7,365660,14.99,2015
29512,team fractal alligator,365450,9.99,2015
29524,sapphire dragon productions,392450,0.0,2015
29533,"psyonix, inc.",391680,3.99,2015
29537,labyrinthine,391260,2.99,2015
29541,"fancy bytes, reactor",271360,9.99,2015
29543,rogue snail,382490,0.0,2015
29564,square enix,340170,29.99,2015
29576,straight right,339230,19.99,2015
29582,uber entertainment,386070,39.99,2015
29586,blue byte,354640,0.0,2010
29595,ice water games,375950,0.0,2015
29647,frozenbyte,319910,21.99,2015
29656,"autobotika,game nation inc",367710,4.99,2015
29659,teeworlds team,380840,0.0,2007
29665,johannes eski,393410,0.0,2015
29690,tuomo laine,385260,0.0,2014
29692,occa studios,378580,14.99,2015
29697,twice circled,344850,24.99,2015
29700,alice &amp; smith,349220,9.99,2015
29704,cccp,384310,14.99,2015
29709,"koei tecmo games co., ltd.",331600,39.99,2015
29712,star vault ab,287920,0.0,2015
29722,"avalanche studios,feral interactive (mac/linux)",234140,19.99,2015
29784,coaguco industries,388490,0.0,2015
29786,konami digital entertainment,287700,19.99,2015
29898,trav nash,399520,0.0,2015
29906,abbey games,296970,19.99,2015
29910,hi-rez studios,387440,29.99,2015
29912,hi-rez studios,386360,0.0,2015
29968,turbogun,331190,9.99,2015
29972,easyanticheat ltd,282660,0.0,2006
29974,"tendershoot,a jolly corpse",274350,9.99,2015
29976,49 games,374090,6.99,2007
29979,tobyfox,391540,9.99,2015
30217,racing bros,401190,0.99,2015
30237,dovetail games,24010,24.99,2009
30263,handyman studios,238240,14.99,2015
30303,pigravity,403900,0.99,2015
30305,krome studios,287840,5.99,2015
30308,photon arena,344820,9.99,2015
30313,alex zhang,403740,0.99,2015
30315,wrf studios,280600,12.99,2015
30318,trese brothers,370020,9.99,2015
30322,frictional games,282140,29.99,2015
30343,aratog llc,385530,0.0,2015
30347,limbic entertainment,321960,49.99,2015
30353,endless loop studios,399670,2.99,2015
30355,anarchy enterprises,406080,2.99,2015
30359,introversion software,233450,29.99,2015
30644,moppin,360740,2.99,2015
30653,free lives,274190,14.99,2015
30913,lucky girls limited,398840,0.0,2015
30917,bandai namco studio inc.,351970,49.99,2015
30923,codemasters,306670,18.99,2015
30925,"psyonix, inc.",405170,1.99,2015
30949,"noio,licorice",368230,4.99,2015
30961,c3sk,330570,9.99,2015
30967,funcom,402020,12.99,2015
30968,larian studios,373420,39.99,2015
30976,"rainbow studios,thq nordic",282050,29.99,2015
30979,studio pixel,409670,0.0,2015
30988,terc,397430,9.99,2015
30992,exato game studios,375040,3.99,2015
30996,michael zahniser,404410,0.0,2015
31026,dovetail games,314520,19.99,2015
31028,blue byte,375910,39.99,2015
31032,"bitl,cobalt-57",397680,0.0,2015
31035,treyarch,311210,59.99,2015
31209,mana games,409450,19.99,2015
31212,projectorgames,254200,12.99,2015
31224,bitbox ltd.,290080,39.99,2015
31292,rogue factor,276810,39.99,2015
31294,varlamov5264,405010,4.99,2015
31298,transcendent games,321060,24.99,2014
31304,stately snail,415030,4.99,2015
31307,avalanche studios,225540,49.99,2015
31391,bankroll studios,393420,24.99,2015
31463,lazy monday games,411560,0.99,2015
31467,quickfire games,328220,16.99,2015
31473,instant kingdom,349100,1.99,2003
31477,piranha games inc.,342200,0.0,2015
31492,code}{atch,344760,19.99,2015
31742,red team games,360730,0.0,2015
31746,"sachonski,renamilanesi,sith",342970,3.99,2016
31754,bloober team sa,391720,19.99,2016
31764,"signal studios,krome studios",262120,14.99,2016
31774,ndemic creations,246620,14.99,2016
31930,odin game studio,352950,14.99,2016
31939,paul fisch,96100,1.99,2016
31981,daedalic entertainment,327220,19.99,2015
31983,mohawk games,271240,19.99,2016
31992,perfect parallel,288140,34.99,2016
31996,foam entertainment,351990,9.99,2016
31999,"fabio ferrara,davide caio,nicolò azzolini,antonio carcagnì,luigi di guida,tommaso vita",310370,0.0,2016
32077,rooster teeth games,418340,19.99,2016
32116,chucklefish,211820,14.99,2016
33631,lino slahuschek,338170,8.99,2016
33657,toge productions,269310,9.99,2016
33669,pixelfade inc,396650,19.99,2016
33675,edge case games ltd.,310380,0.0,2016
33743,reto-moto,227940,0.0,2016
34479,mirko seithe,330100,14.99,2016
34483,pathea games,237870,14.99,2016
34523,tripwire interactive,232090,29.99,2016
34627,"lamina studios,mike studios",383230,12.99,2016
34631,pixyul,350600,14.99,2016
34633,"tt games,traveller's tales",332310,29.99,2017
34644,turbo pixel studios,328070,9.99,2014
34650,dan fornace,383980,14.99,2017
34656,aquiris game studio,296300,11.99,2017
34659,"tlön studios,ilex games",364050,3.99,2017
34671,trendy entertainment,236110,0.0,2017
34831,furiously inactive games,332540,13.99,2017
34834,funcom,215280,0.0,2017
34869,hinterland studio inc.,305620,34.99,2017
34989,fractal phase,381020,19.99,2017
34992,fishing planet llc,380600,0.0,2015
35036,"studio wildcard,instinct games,efecto studios,virtual basement llc",346110,59.99,2017
35996,wolfire games,25000,29.99,2017
36036,omniconnection,335430,0.0,2017
36045,boneloaf,285900,19.99,2017
36113,hoobalugalar_x,355180,0.0,2017
36145,blue mammoth games,291550,0.0,2017
36238,gamecrafterteam,257030,19.99,2017
36240,alientrap,287220,9.99,2017
36243,freejam,301520,0.0,2017
37839,oddonegames,361800,19.99,2017
37842,sauropod studio,227860,24.99,2017
37856,"batterystaple games,fire hose games",322110,14.99,2017
37860,sebastian nigro,357650,4.99,2017
37865,red thread games,237850,24.99,2017
37869,smartly dressed games,304930,0.0,2017
42329,alientrap,344740,14.99,2017
42337,sun-studios,340580,9.99,2017
42339,"midgar studio,fusty game",280180,19.99,2017
42347,section studios,352460,14.99,2015
42427,lightbulb crew,342150,0.0,2017
42433,powerhoof,293780,14.99,2017
42445,lord kres,344040,3.99,2015
42460,polykid,401810,14.99,2017
42463,incandescent games,290020,19.99,2017
42465,digitalmindsoft,302670,0.0,2016
42489,excalibur,299250,19.99,2016
42490,tall tail studios,417990,19.99,2016
42494,ubisoft - san francisco,221680,39.99,2016
42514,eggcode,341000,14.99,2016
42518,reakktor studios,324810,0.0,2016
42536,eko software,360170,14.99,2016
42539,stone blade entertainment,232450,0.0,2016
42543,bluebutton games,315430,12.99,2014
42571,mura interactive,290000,9.99,2016
42574,dry cactus,367450,11.99,2016
42578,strange fire,381120,9.99,2016
42594,icetesy sprl,270210,9.99,2016
42601,s.c. 16 bit nights s.r.l.,383580,1.99,2016
42621,raptor claw games,408740,9.99,2016
42625,klei entertainment,322330,14.99,2016
42910,black forest games,299480,19.99,2016
42912,"antanas marcelionis,renė petrulienė",306040,1.99,2016
42916,eyemobi ltd.,342550,14.99,2016
42917,"fabio ferrara,giulia airoldi",400240,0.99,2015
42919,miniboss,263980,0.49,2016
42940,"chad close,kyle weik",351730,4.99,2016
42945,fabio ferrara,299460,2.99,2014
42975,crate entertainment,219990,24.99,2016
43007,shield break studios,348460,4.99,2016
43009,robotronic games,224500,14.99,2016
43030,redshift,428880,9.99,2016
43033,vae victis games,264120,0.0,2016
43048,egamea game studios,363270,7.99,2016
43054,dark day interactive,412400,0.0,2015
43066,red hook studios,262060,24.99,2016
43135,cybertime system,316390,0.0,2015
43147,"rocketeer games studio, llc",298240,0.0,2015
43212,gravity interactive,381990,0.0,2010
43214,"fabio ferrara,giulia airoldi",400250,0.99,2015
43217,orlyapps,356070,2.99,2015
43227,hellbent games,418300,5.99,2015
43230,webgames,416670,0.0,2015
43233,"jundroo, llc",397340,12.99,2015
43239,"iguana entertainment,nightdive studios",405820,19.99,1997
43241,cavedog entertainment,298030,4.99,1997
43244,stygian software,250520,14.99,2015
43248,studiogiw,421890,7.99,2015
43251,offworld industries,393380,39.99,2015
43287,travian games gmbh,386510,2.99,2015
43290,gdt limited,412470,0.0,2015
43295,"olde sküül,sculptured software",200150,29.99,2015
43297,bluehole ginno games,407510,0.0,2015
43305,outerminds inc.,390520,7.99,2015
43308,square enix,345350,19.99,2015
43310,dotemu,407600,9.99,2015
43311,"virtual basement llc,code headquarters llc",360940,9.99,2015
43321,vlambeer,242680,11.99,2015
43405,arrowhead game studios,394510,19.99,2015
43407,istom games kft.,415420,2.99,2015
43415,crows crows crows,409160,0.0,2015
43441,hosted games,423120,3.99,2015
43443,fatshark,419070,0.0,2015
43451,"polarityflow,adrian zingg",387240,9.99,2015
43455,ubisoft montreal,359550,14.99,2015
43473,afterthought llc,376210,19.99,2015
43479,nikita online,397040,0.0,2015
43487,"klei entertainment,capybara games",393010,4.99,2015
43499,eyzi,423880,0.0,2015
43541,blue byte,336520,0.0,2015
43553,visualarts/key,324160,49.99,2015
43555,very simple idea studios,418910,4.99,2015
43560,"ben 'yahtzee' croshaw,collected worlds",403700,4.99,2015
43561,hosted games,421630,3.99,2015
43563,kyle seeley,417860,0.0,2015
44308,muha games,378720,19.99,2015
44311,creativeforge games,307670,19.99,2015
44315,"ubisoft quebec, in collaboration with ubisoft annecy, bucharest, kiev, montreal, montpellier, shanghai, singapore, sofia, toronto studios",368500,39.99,2015
44321,dharker studio,398100,9.99,2015
44325,ice entertainment,390670,0.0,2015
44337,"cave interactive co.,ltd.",377860,19.99,2015
44338,"relic entertainment,thq nordic",324680,9.99,2003
44339,shumkov dmitriy,409510,0.0,2015
44343,"space cat studios,snowflame,back to basics gaming",418070,0.99,2015
44359,unwonted studios,416130,0.0,2015
44363,bethesda game studios,377160,29.99,2015
44505,lugus studios,410340,19.99,2015
44525,dinosaur polo club,287980,9.99,2015
44558,choice of games,416640,5.99,2015
44564,"skybox labs,forgotten empires",355950,9.99,2015
44565,landfall,375600,0.0,2015
44571,interplay inc.,38400,9.99,1997
44578,sonic team,329440,29.99,2015
44582,"idea factory,compile heart,felistella",353270,29.99,2015
44588,"zykov eddy,xitilon",412140,0.0,2015
44594,wildgrass,325300,12.99,2015
44598,hosted games,411570,7.99,2011
44600,fatshark,235540,29.99,2015
44628,"kadokawa,yoji ojima",363890,79.99,2015
44632,orange_juice,335190,6.99,2015
44635,oreol,409590,9.99,2015
44641,snapshot games inc.,319050,9.99,2015
44653,peter moorhead,404080,0.99,2015
44655,code club ab,366220,29.99,2015
44658,double damage games,290300,19.99,2015
44663,"games by robert, llc",408990,12.99,2015
44666,pigravity,410210,0.99,2015
44672,tomorrow corporation,375820,9.99,2015
44680,madruga works,403190,19.99,2015
44686,codename entertainment inc.,402840,0.0,2015
44692,telltale games,376870,24.99,2015
44711,ion storm,397550,0.0,2015
44714,"psyonix, inc.",399730,3.99,2015
44718,switchblade monkeys entertainment,265750,14.99,2015
44728,iron tower studio,230070,29.99,2015
44730,south east games,337320,14.99,2015
44748,kylotonn racing games,354160,39.99,2015
44749,"firaxis games,aspyr (mac, linux)",353830,29.99,2015
44750,zbigniew ochman,375030,1.99,2015
44752,akakiy petrushkin,403570,3.99,2015
44754,everything unlimited ltd.,303210,9.99,2015
44824,serenity forge,370480,9.99,2015
44826,"jagex,artplant",400842,3.99,2015
44830,"koei tecmo games co., ltd.",348470,49.99,2015
44832,visual concepts,370240,59.99,2015
44837,gaming minds studios,310470,19.99,2015
44839,forbes consult ltd,385890,0.0,2015
44845,"alpixel games,luis diaz,gustavo santos,albert fernandez,tice thomason",395520,0.0,2015
44857,"erik svedäng,el huervo / niklas åkerblad,tobias sjögren,oscar ""ratvader"" rydelius,johannes gotlén",400110,24.99,2015
44860,cyanide studios,236690,19.99,2015
44862,team eleven eleven,404480,0.0,2015
44892,tml-studios,381850,4.99,2015
44895,cat in jar games,402890,0.0,2015
44898,digital melody,398710,0.99,2015
44907,great war team,383450,4.99,2015
44910,blueline games,312280,0.0,2015
44926,ninjalex,399790,2.99,2015
44932,supervillain studios,357480,0.0,2015
44950,alice in dissonance,344770,14.99,2015
44952,hammerfall publishing,322910,14.99,2015
44964,marbenx,359050,0.99,2015
45015,eugen systems,318020,29.99,2015
45016,baller industries,395910,2.99,2010
45017,storm_sharks,385830,2.99,2015
45021,rake in grass,314410,11.99,2015
45029,league of geeks,290340,19.99,2015
45041,"jurlo,jetpackgone",385330,2.99,2015
45043,labyrinthine,397500,2.99,2015
45047,studio eres,298360,9.99,2007
45050,razvan,399430,0.99,2015
45052,eforb,369400,0.0,2015
45068,underdog games,356520,0.0,2015
45070,"gord10,aslan game studio",387970,0.0,2015
45076,"game arts co., ltd.,skybox labs",330390,19.99,2015
45077,capcom,363440,14.99,2015
45078,shiro games,359310,19.99,2015
45082,"pinokl games,kverta",356570,12.89,2015
45088,warteam,391460,0.0,2015
45160,"idea factory,design factory",359390,29.99,2015
45161,vogelsap,290490,16.99,2015
45163,burstray games,352010,7.99,2015
45166,softstar,335820,0.0,2015
45170,marxnet,372800,0.0,2015
45182,"edmund mcmillen,james id",384360,1.87,2015
45184,walter machado,357070,0.99,2015
45188,hypersloth,229580,8.99,2015
45198,invertmouse,360550,5.99,2015
45199,vertigo games,362410,9.99,2015
45201,david szymanski,391270,0.0,2014
45210,quad games,391070,0.99,2015
45213,never don't play,282780,2.99,2015
45216,lag studios,356670,0.0,2015
45288,"funselektor labs inc.,flippfly",320140,11.99,2015
45313,freakinware studios,389570,0.0,2015
45337,stainless games ltd.,316010,0.0,2015
45363,the odd gentlemen,345390,24.99,2015
45365,a crowd of monsters,383750,6.99,2015
45368,kronosaur productions,364510,8.99,2015
45371,kitatus studios,364690,0.99,2015
45377,acquire corp.,312780,24.99,2015
45379,bithuffel,327500,9.99,2015
45381,hesketh studios,331500,12.99,2015
45391,konsordo,386880,4.99,2015
45411,pillowpiggames,362810,4.99,2015
45413,gambrinous,317820,14.99,2015
45415,real dynamics,385270,3.99,2015
45421,machinespirit,369060,9.99,2015
45424,baggy cat ltd,373390,9.99,2015
45430,moment studio,350150,14.99,2015
45433,childish things,351050,9.99,2015
45435,question,323380,19.99,2015
45445,trion worlds,304050,0.0,2015
46141,gatling goat studios,327520,14.99,2015
46144,yfc games,384980,0.0,2015
46148,"jackbox games, inc.",351510,9.99,2015
46151,tomasz wacławek,274230,12.99,2015
46155,timesymmetry,242130,24.99,2015
46161,notgames,369580,2.99,2015
46176,"acceleroto, inc.",300400,2.99,2015
46177,"virgin interactive entertainment,priitk",352700,0.0,2015
46181,skobbejak games,345440,9.99,2015
46187,zachtronics,300570,24.99,2015
46193,pixowl inc.,265810,4.99,2015
46205,jae lee productions,316930,9.99,2015
46207,prism game studios ltd.,317400,0.0,2015
46258,rocksteady studios,208650,19.99,2015
46358,"wisdom tree, inc.",371180,4.99,1995
